Period,Inventory,Arrived,Available,Needed,Succeeded,Failed,Lost
1,50,0,50,5,5,0,0
2,45,0,45,10,10,0,0
3,35,0,35,15,15,0,0
4,20,0,20,5,5,0,0
5,15,0,15,10,10,0,0
6,5,362,367,10,10,0,0
7,176,0,176,8,8,0,0
8,168,0,168,7,7,0,0
9,161,998,1159,12,12,0,0
10,648,0,648,15,15,0,0
11,633,0,633,20,20,0,0
12,613,0,613,25,25,0,0
13,588,0,588,30,30,0,0
14,558,0,558,40,40,0,0
15,518,0,518,50,50,0,0
16,468,0,468,70,70,0,0
17,398,0,398,60,60,0,0
18,338,0,338,45,45,0,0
19,293,0,293,30,30,0,0
20,263,414,677,20,20,0,0
21,450,0,450,18,18,0,0
22,432,0,432,12,12,0,0
23,420,0,420,15,15,0,0
24,405,0,405,18,18,0,0
25,387,0,387,14,14,0,0
26,373,0,373,10,10,0,0
27,363,0,363,12,12,0,0
28,351,0,351,8,8,0,0
29,343,0,343,10,10,0,0
30,333,0,333,10,10,0,0
