Start,Memory,Lead,Forecast,Buffer,Capacity,Top,Power,ARIMA,SVR,MODEL,Succeeded,Failed,Lost,Arrived,Remaining,Time
1,10,3,2,100,None,1,5,None,None,True,76460,156,0,108767,32312,0:12
1,15,3,2,100,None,1,5,None,None,True,76460,156,0,108767,32312,0:19
1,10,3,2,100,None,3,5,None,None,True,75693,923,0,85775,10087,0:12
1,15,3,2,100,None,3,5,None,None,True,75693,923,0,85775,10087,0:18
1,10,3,2,100,None,5,5,None,None,True,75517,1099,0,83572,8060,0:11
1,15,3,2,100,None,5,5,None,None,True,75517,1099,0,83572,8060,0:19
1,10,3,2,100,None,1,4,None,None,True,75495,1121,0,81983,6493,0:10
1,15,3,2,100,None,1,4,None,None,True,75495,1121,0,81983,6493,0:16
1,5,3,2,100,None,1,4,None,None,True,75284,1332,0,81772,6493,0:04
1,5,3,2,100,None,1,5,None,None,True,75284,1332,0,81772,6493,0:04
1,15,3,2,100,None,10,5,None,None,True,75062,1554,0,79430,4373,0:19
1,10,3,2,100,None,10,5,None,None,True,74769,1847,0,79137,4373,0:11
1,10,3,2,100,None,3,4,None,None,True,72437,4179,0,76650,4218,0:10
1,15,3,2,100,None,3,4,None,None,True,72437,4179,0,76650,4218,0:17
1,5,3,2,100,None,3,4,None,None,True,71169,5447,0,73974,2810,0:04
1,5,3,2,100,None,3,5,None,None,True,71169,5447,0,73974,2810,0:04
1,15,3,2,100,None,5,4,None,None,True,69099,7517,0,71622,2528,0:17
1,10,3,2,100,None,5,4,None,None,True,69066,7550,0,71589,2528,0:10
1,15,3,2,100,None,1,3,None,None,True,68283,8333,0,70318,2040,0:13
1,5,3,2,100,None,1,3,None,None,True,67804,8812,0,69839,2040,0:04
1,10,3,2,100,None,1,3,None,None,True,67804,8812,0,69839,2040,0:09
1,15,3,2,100,None,10,4,None,None,True,65369,11247,0,66134,770,0:16
1,5,3,2,100,None,5,4,None,None,True,65213,11403,0,66530,1322,0:04
1,5,3,2,100,None,5,5,None,None,True,65213,11403,0,66530,1322,0:04
1,15,3,2,100,None,3,3,None,None,True,64813,11803,0,65309,501,0:13
1,10,3,2,100,None,10,4,None,None,True,64504,12112,0,65186,687,0:10
1,10,3,2,100,None,3,3,None,None,True,63658,12958,0,64154,501,0:08
1,15,3,2,100,None,5,3,None,None,True,63392,13224,0,63720,333,0:13
1,5,3,2,100,None,3,3,None,None,True,62548,14068,0,63044,501,0:04
1,10,3,2,100,None,5,3,None,None,True,62229,14387,0,62492,268,0:08
1,15,3,2,100,None,1,2,None,None,True,60454,16162,0,61113,664,0:10
1,15,3,2,100,None,10,3,None,None,True,60101,16515,0,60808,712,0:13
1,10,3,2,100,None,1,2,None,None,True,60036,16580,0,60695,664,0:07
1,5,3,2,100,None,5,3,None,None,True,59928,16688,0,60093,170,0:04
1,5,3,2,100,None,1,2,None,None,True,59284,17332,0,59943,664,0:03
1,5,3,2,100,None,10,4,None,None,True,59166,17450,0,59623,462,0:04
1,5,3,2,100,None,10,5,None,None,True,59166,17450,0,59623,462,0:04
1,10,3,2,100,None,10,3,None,None,True,58744,17872,0,59392,653,0:08
1,15,3,2,100,None,3,2,None,None,True,58451,18165,0,58966,520,0:11
1,15,3,2,100,None,5,2,None,None,True,57818,18798,0,58169,356,0:11
1,10,3,2,100,None,3,2,None,None,True,57763,18853,0,58279,521,0:07
1,10,3,2,100,None,5,2,None,None,True,56816,19800,0,57241,430,0:07
1,15,3,2,100,None,10,2,None,None,True,56495,20121,0,56688,198,0:10
1,15,3,2,100,None,1,1,None,None,True,56428,20188,0,56427,4,0:07
1,5,3,2,100,None,3,2,None,None,True,55616,21000,0,56106,495,0:03
1,15,3,2,100,None,3,1,None,None,True,55541,21075,0,55536,0,0:08
1,10,3,2,100,None,1,1,None,None,True,55347,21269,0,55435,93,0:05
1,10,3,2,100,None,10,2,None,None,True,54904,21712,0,55146,247,0:07
1,15,3,2,100,None,5,1,None,None,True,54645,21971,0,54640,0,0:07
1,10,3,2,100,None,3,1,None,None,True,54433,22183,0,54480,52,0:05
1,5,3,2,100,None,5,2,None,None,True,53978,22638,0,54300,327,0:03
1,5,3,2,100,None,1,1,None,None,True,53588,23028,0,53757,174,0:03
1,10,3,2,100,None,5,1,None,None,True,53343,23273,0,53350,12,0:05
1,5,3,2,100,None,10,3,None,None,True,52326,24290,0,52747,426,0:04
1,5,3,2,100,None,3,1,None,None,True,52134,24482,0,52129,0,0:03
1,15,3,2,100,None,10,1,None,None,True,51957,24659,0,51952,0,0:08
1,10,3,2,100,None,10,1,None,None,True,49813,26803,0,49808,0,0:05
1,5,3,2,100,None,5,1,None,None,True,49505,27111,0,49500,0,0:03
1,5,3,2,100,None,10,2,None,None,True,48269,28347,0,48342,78,0:03
1,5,3,2,100,None,10,1,None,None,True,43099,33517,0,43094,0,0:02
