Start,Memory,Lead,Forecast,Buffer,Capacity,Top,Power,ARIMA,SVR,MODEL,Succeeded,Failed,Lost,Arrived,Remaining,Time
1,15,3,2,100,None,10,5,None,None,True-1,76055,561,0,80661,4611,4:53
1,15,3,2,100,None,10,5,None,None,True-5,75858,758,0,80362,4509,4:24
1,15,3,2,100,None,10,5,None,None,True-4,75772,844,0,79128,3361,4:18
1,15,3,2,100,None,10,5,None,None,True-7,75103,1513,0,78959,3861,4:28
1,15,3,2,100,None,10,5,None,None,True-3,75063,1553,0,78919,3861,4:48
1,15,3,2,100,None,10,5,None,None,True-6,75041,1575,0,78397,3361,4:43
1,15,3,2,100,None,10,5,None,None,True-8,74772,1844,0,78980,4213,4:29
1,15,3,2,100,None,10,5,None,None,True-10,74735,1881,0,78991,4261,4:41
1,15,3,2,100,None,10,5,None,None,True-9,74635,1981,0,77991,3361,4:44
1,15,3,2,100,None,10,5,None,None,True-2,72782,3834,0,76866,4089,4:50
