Period,Inventory,Arrived,Available,Needed,Succeeded,Failed,Lost
1,50,0,50,5,5,0,0
2,45,0,45,10,10,0,0
3,35,0,35,15,15,0,0
4,20,0,20,5,5,0,0
5,15,0,15,10,10,0,0
6,5,142,147,10,10,0,0
7,66,0,66,8,8,0,0
8,58,0,58,7,7,0,0
9,51,388,439,12,12,0,0
10,233,0,233,15,15,0,0
11,218,0,218,20,20,0,0
12,198,0,198,25,25,0,0
13,173,0,173,30,30,0,0
14,143,0,143,40,40,0,0
15,103,0,103,50,50,0,0
16,53,0,53,70,53,17,0
17,0,0,0,60,0,60,0
18,0,154,154,45,45,0,0
19,32,78,110,30,30,0,0
20,41,398,439,20,20,0,0
21,220,0,220,18,18,0,0
22,202,0,202,12,12,0,0
23,190,0,190,15,15,0,0
24,175,0,175,18,18,0,0
25,157,0,157,14,14,0,0
26,143,0,143,10,10,0,0
27,133,0,133,12,12,0,0
28,121,0,121,8,8,0,0
29,113,0,113,10,10,0,0
30,103,0,103,10,10,0,0
