Period,Inventory,Arrived,Available,Needed,Succeeded,Failed,Lost
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,500,500,5,5,0,0
4,495,0,495,6,6,0,0
5,489,0,489,5,5,0,0
6,484,0,484,9,9,0,0
7,475,18,493,6,6,0,0
8,487,8,495,7,7,0,0
9,488,6,494,25,25,0,0
10,469,18,487,32,32,0,0
11,455,0,455,134,134,0,0
12,321,10,331,377,331,46,0
13,0,72,72,581,72,509,0
14,0,45,45,534,45,489,0
15,0,378,378,465,378,87,0
16,0,1009,1009,519,519,0,0
17,490,541,1031,461,461,0,0
18,570,4,574,332,332,0,0
19,242,364,606,274,274,0,0
20,332,628,960,214,214,0,0
21,746,328,1074,230,230,0,0
22,844,18,862,158,158,0,0
23,704,80,784,122,122,0,0
24,662,0,662,70,70,0,0
25,592,252,844,55,55,0,0
26,789,0,789,47,47,0,0
27,742,0,742,46,46,0,0
28,696,0,696,47,47,0,0
29,649,0,649,40,40,0,0
30,609,0,609,49,49,0,0
31,560,0,560,32,32,0,0
32,528,0,528,20,20,0,0
33,508,9,517,39,39,0,0
34,478,73,551,48,48,0,0
35,503,0,503,41,41,0,0
36,462,0,462,47,47,0,0
37,415,58,473,71,71,0,0
38,402,66,468,129,129,0,0
39,339,33,372,156,156,0,0
40,216,66,282,196,196,0,0
41,86,137,223,207,207,0,0
42,16,288,304,218,218,0,0
43,86,214,300,253,253,0,0
44,47,329,376,293,293,0,0
45,83,243,326,405,326,79,0
46,0,262,262,399,262,137,0
47,0,352,352,464,352,112,0
48,0,405,405,514,405,109,0
49,0,620,620,572,572,0,0
50,48,267,315,625,315,310,0
51,0,515,515,733,515,218,0
52,0,567,567,818,567,251,0
53,0,748,748,940,748,192,0
54,0,476,476,806,476,330,0
55,0,800,800,757,757,0,0
56,43,807,850,565,565,0,0
57,285,1094,1379,518,518,0,0
58,861,221,1082,434,434,0,0
59,648,620,1268,383,383,0,0
60,885,117,1002,391,391,0,0
61,611,290,901,386,386,0,0
62,515,179,694,459,459,0,0
63,235,186,421,553,421,132,0
64,0,379,379,669,379,290,0
65,0,362,362,899,362,537,0
66,0,635,635,1229,635,594,0
67,0,680,680,1511,680,831,0
68,0,717,717,1380,717,663,0
69,0,991,991,1197,991,206,0
70,0,1498,1498,998,998,0,0
71,500,1403,1903,739,739,0,0
72,1164,504,1668,625,625,0,0
73,1043,743,1786,408,408,0,0
74,1378,421,1799,320,320,0,0
75,1479,42,1521,255,255,0,0
76,1266,270,1536,190,190,0,0
77,1346,0,1346,160,160,0,0
78,1186,0,1186,117,117,0,0
79,1069,0,1069,103,103,0,0
80,966,0,966,80,80,0,0
81,886,0,886,63,63,0,0
82,823,0,823,55,55,0,0
83,768,0,768,93,93,0,0
84,675,0,675,112,112,0,0
85,563,0,563,179,179,0,0
86,384,0,384,224,224,0,0
87,160,85,245,261,245,16,0
88,0,157,157,226,157,69,0
89,0,363,363,213,213,0,0
90,150,358,508,212,212,0,0
91,296,364,660,180,180,0,0
92,480,77,557,178,178,0,0
93,379,196,575,164,164,0,0
94,411,200,611,164,164,0,0
95,447,89,536,125,125,0,0
96,411,171,582,170,170,0,0
97,412,115,527,205,205,0,0
98,322,162,484,199,199,0,0
99,285,30,315,206,206,0,0
100,109,249,358,238,238,0,0
101,120,304,424,280,280,0,0
102,144,196,340,317,317,0,0
103,23,240,263,405,263,142,0
104,0,324,324,953,324,629,0
105,0,398,398,1542,398,1144,0
106,0,423,423,1890,423,1467,0
107,0,503,503,1769,503,1266,0
108,0,1696,1696,1240,1240,0,0
109,456,1760,2216,910,910,0,0
110,1306,1499,2805,633,633,0,0
111,2172,469,2641,467,467,0,0
112,2174,125,2299,387,387,0,0
113,1912,248,2160,355,355,0,0
114,1805,0,1805,340,340,0,0
115,1465,0,1465,352,352,0,0
116,1113,0,1113,432,432,0,0
117,681,0,681,526,526,0,0
118,155,46,201,685,201,484,0
119,0,364,364,810,364,446,0
120,0,661,661,783,661,122,0
121,0,754,754,658,658,0,0
122,96,653,749,566,566,0,0
123,183,686,869,445,445,0,0
124,424,630,1054,409,409,0,0
125,645,386,1031,283,283,0,0
126,748,359,1107,247,247,0,0
127,860,81,941,209,209,0,0
128,732,302,1034,221,221,0,0
129,813,0,813,279,279,0,0
130,534,23,557,374,374,0,0
131,183,65,248,458,248,210,0
132,0,244,244,639,244,395,0
133,0,433,433,618,433,185,0
134,0,626,626,550,550,0,0
135,76,475,551,553,551,2,0
136,0,742,742,459,459,0,0
137,283,424,707,548,548,0,0
138,159,419,578,469,469,0,0
139,109,566,675,478,478,0,0
140,197,229,426,459,426,33,0
141,0,691,691,428,428,0,0
142,263,353,616,521,521,0,0
143,95,439,534,574,534,40,0
144,0,387,387,612,387,225,0
145,0,333,333,757,333,424,0
146,0,694,694,697,694,3,0
147,0,701,701,690,690,0,0
148,11,529,540,660,540,120,0
149,0,703,703,535,535,0,0
150,168,607,775,403,403,0,0
151,372,682,1054,415,415,0,0
152,639,469,1108,387,387,0,0
153,721,224,945,385,385,0,0
154,560,42,602,444,444,0,0
155,158,412,570,481,481,0,0
156,89,256,345,569,345,224,0
157,0,364,364,553,364,189,0
158,0,566,566,380,380,0,0
159,186,592,778,354,354,0,0
160,424,596,1020,332,332,0,0
161,688,347,1035,337,337,0,0
162,698,0,698,339,339,0,0
163,359,261,620,318,318,0,0
164,302,201,503,318,318,0,0
165,185,339,524,336,336,0,0
166,188,321,509,286,286,0,0
167,223,273,496,265,265,0,0
168,231,320,551,288,288,0,0
169,263,374,637,261,261,0,0
170,376,200,576,237,237,0,0
171,339,182,521,266,266,0,0
172,255,324,579,205,205,0,0
173,374,198,572,170,170,0,0
174,402,171,573,167,167,0,0
175,406,323,729,134,134,0,0
176,595,90,685,128,128,0,0
177,557,49,606,119,119,0,0
178,487,140,627,129,129,0,0
179,498,36,534,85,85,0,0
180,449,104,553,90,90,0,0
181,463,83,546,63,63,0,0
182,483,155,638,59,59,0,0
183,579,0,579,59,59,0,0
184,520,72,592,55,55,0,0
185,537,0,537,65,65,0,0
186,472,32,504,62,62,0,0
187,442,52,494,68,68,0,0
188,426,42,468,78,78,0,0
189,390,87,477,86,86,0,0
190,391,56,447,126,126,0,0
191,321,85,406,164,164,0,0
192,242,105,347,177,177,0,0
193,170,111,281,187,187,0,0
194,94,232,326,284,284,0,0
195,42,271,313,300,300,0,0
196,13,212,225,275,225,50,0
197,0,233,233,246,233,13,0
198,0,516,516,293,293,0,0
199,223,373,596,317,317,0,0
200,279,192,471,271,271,0,0
201,200,156,356,320,320,0,0
202,36,394,430,377,377,0,0
203,53,379,432,423,423,0,0
204,9,185,194,441,194,247,0
205,0,402,402,365,365,0,0
206,37,543,580,387,387,0,0
207,193,568,761,368,368,0,0
208,393,247,640,378,378,0,0
