Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
2020-11-07,293,586,879,1172,1465,1758,2051,2344,2637,2930,3223,3516,3809,4102,4395,4688,4981,5274,5567,5860,6153,6446,6739,7032,7325,7618,7911,8204,8497,8790,9083,9376,9669,9962,10255,10548,10841,11134,11427,11720,12013,12306,12599,12892,13185,13478,13771,14064,14357,14650,14943,15236,15529,15822,16115,16408,16701,16994,17287,17580,17873,18166,18459,18752,19045,19338,19631,19924,20217,20510,20803,21096,21389,21682,21975,22268,22561,22854,23147,23440,23733,24026,24319,24612,24905,25198,25491,25784,26077,26370,26663,26956,27249,27542,27835,28128,28421,28714,29007,29300,29593,29886,30179,30472,30765,31058,31351,31644,31937,32230,32523,32816,33109,33402,33695,33988,34281,34574,34867,35160,35453,35746,36039,36332,36625,36918,37211,37504,37797,38090,38383,38676,38969,39262,39555,39848,40141,40434,40727,41020,41313,41606,41899,42192,42485,42778,43071,43364,43657,43950,44243,44536,44829,45122,45415,45708,46001,46294,46587,46880,47173,47466,47759,48052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2020-11-14,405,810,1215,1620,2025,2430,2835,3240,3645,4050,4455,4860,5265,5670,6075,6480,6885,7290,7695,8100,8505,8910,9315,9720,10125,10530,10935,11340,11745,12150,12555,12960,13365,13770,14175,14580,14985,15390,15795,16200,16605,17010,17415,17820,18225,18630,19035,19440,19845,20250,20655,21060,21465,21870,22275,22680,23085,23490,23895,24300,24705,25110,25515,25920,26325,26730,27135,27540,27945,28350,28755,29160,29565,29970,30375,30780,31185,31590,31995,32400,32805,33210,33615,34020,34425,34830,35235,35640,36045,36450,36855,37260,37665,38070,38475,38880,39285,39690,40095,40500,40905,41310,41715,42120,42525,42930,43335,43740,44145,44550,44955,45360,45765,46170,46575,46980,47385,47790,48195,48600,49005,49410,49815,50220,50625,51030,51435,51840,52245,52650,53055,53460,53865,54270,54675,55080,55485,55890,56295,56700,57105,57510,57915,58320,58725,59130,59535,59940,60345,60750,61155,61560,61965,62370,62775,63180,63585,63990,64395,64800,65205,65610,66015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2020-11-21,399,798,1197,1596,1995,2394,2793,3192,3591,3990,4389,4788,5187,5586,5985,6384,6783,7182,7581,7980,8379,8778,9177,9576,9975,10374,10773,11172,11571,11970,12369,12768,13167,13566,13965,14364,14763,15162,15561,15960,16359,16758,17157,17556,17955,18354,18753,19152,19551,19950,20349,20748,21147,21546,21945,22344,22743,23142,23541,23940,24339,24738,25137,25536,25935,26334,26733,27132,27531,27930,28329,28728,29127,29526,29925,30324,30723,31122,31521,31920,32319,32718,33117,33516,33915,34314,34713,35112,35511,35910,36309,36708,37107,37506,37905,38304,38703,39102,39501,39900,40299,40698,41097,41496,41895,42294,42693,43092,43491,43890,44289,44688,45087,45486,45885,46284,46683,47082,47481,47880,48279,48678,49077,49476,49875,50274,50673,51072,51471,51870,52269,52668,53067,53466,53865,54264,54663,55062,55461,55860,56259,56658,57057,57456,57855,58254,58653,59052,59451,59850,60249,60648,61047,61446,61845,62244,62643,63042,63441,63840,64239,64638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2020-11-28,464,928,1392,1856,2320,2784,3248,3712,4176,4640,5104,5568,6032,6496,6960,7424,7888,8352,8816,9280,9744,10208,10672,11136,11600,12064,12528,12992,13456,13920,14384,14848,15312,15776,16240,16704,17168,17632,18096,18560,19024,19488,19952,20416,20880,21344,21808,22272,22736,23200,23664,24128,24592,25056,25520,25984,26448,26912,27376,27840,28304,28768,29232,29696,30160,30624,31088,31552,32016,32480,32944,33408,33872,34336,34800,35264,35728,36192,36656,37120,37584,38048,38512,38976,39440,39904,40368,40832,41296,41760,42224,42688,43152,43616,44080,44544,45008,45472,45936,46400,46864,47328,47792,48256,48720,49184,49648,50112,50576,51040,51504,51968,52432,52896,53360,53824,54288,54752,55216,55680,56144,56608,57072,57536,58000,58464,58928,59392,59856,60320,60784,61248,61712,62176,62640,63104,63568,64032,64496,64960,65424,65888,66352,66816,67280,67744,68208,68672,69136,69600,70064,70528,70992,71456,71920,72384,72848,73312,73776,74240,74704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2020-12-05,514,1028,1542,2056,2570,3084,3598,4112,4626,5140,5654,6168,6682,7196,7710,8224,8738,9252,9766,10280,10794,11308,11822,12336,12850,13364,13878,14392,14906,15420,15934,16448,16962,17476,17990,18504,19018,19532,20046,20560,21074,21588,22102,22616,23130,23644,24158,24672,25186,25700,26214,26728,27242,27756,28270,28784,29298,29812,30326,30840,31354,31868,32382,32896,33410,33924,34438,34952,35466,35980,36494,37008,37522,38036,38550,39064,39578,40092,40606,41120,41634,42148,42662,43176,43690,44204,44718,45232,45746,46260,46774,47288,47802,48316,48830,49344,49858,50372,50886,51400,51914,52428,52942,53456,53970,54484,54998,55512,56026,56540,57054,57568,58082,58596,59110,59624,60138,60652,61166,61680,62194,62708,63222,63736,64250,64764,65278,65792,66306,66820,67334,67848,68362,68876,69390,69904,70418,70932,71446,71960,72474,72988,73502,74016,74530,75044,75558,76072,76586,77100,77614,78128,78642,79156,79670,80184,80698,81212,81726,82240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2020-12-12,572,1144,1716,2288,2860,3432,4004,4576,5148,5720,6292,6864,7436,8008,8580,9152,9724,10296,10868,11440,12012,12584,13156,13728,14300,14872,15444,16016,16588,17160,17732,18304,18876,19448,20020,20592,21164,21736,22308,22880,23452,24024,24596,25168,25740,26312,26884,27456,28028,28600,29172,29744,30316,30888,31460,32032,32604,33176,33748,34320,34892,35464,36036,36608,37180,37752,38324,38896,39468,40040,40612,41184,41756,42328,42900,43472,44044,44616,45188,45760,46332,46904,47476,48048,48620,49192,49764,50336,50908,51480,52052,52624,53196,53768,54340,54912,55484,56056,56628,57200,57772,58344,58916,59488,60060,60632,61204,61776,62348,62920,63492,64064,64636,65208,65780,66352,66924,67496,68068,68640,69212,69784,70356,70928,71500,72072,72644,73216,73788,74360,74932,75504,76076,76648,77220,77792,78364,78936,79508,80080,80652,81224,81796,82368,82940,83512,84084,84656,85228,85800,86372,86944,87516,88088,88660,89232,89804,90376,90948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2020-12-19,625,1250,1875,2500,3125,3750,4375,5000,5625,6250,6875,7500,8125,8750,9375,10000,10625,11250,11875,12500,13125,13750,14375,15000,15625,16250,16875,17500,18125,18750,19375,20000,20625,21250,21875,22500,23125,23750,24375,25000,25625,26250,26875,27500,28125,28750,29375,30000,30625,31250,31875,32500,33125,33750,34375,35000,35625,36250,36875,37500,38125,38750,39375,40000,40625,41250,41875,42500,43125,43750,44375,45000,45625,46250,46875,47500,48125,48750,49375,50000,50625,51250,51875,52500,53125,53750,54375,55000,55625,56250,56875,57500,58125,58750,59375,60000,60625,61250,61875,62500,63125,63750,64375,65000,65625,66250,66875,67500,68125,68750,69375,70000,70625,71250,71875,72500,73125,73750,74375,75000,75625,76250,76875,77500,78125,78750,79375,80000,80625,81250,81875,82500,83125,83750,84375,85000,85625,86250,86875,87500,88125,88750,89375,90000,90625,91250,91875,92500,93125,93750,94375,95000,95625,96250,96875,97500,98125,98750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2020-12-26,733,1466,2199,2932,3665,4398,5131,5864,6597,7330,8063,8796,9529,10262,10995,11728,12461,13194,13927,14660,15393,16126,16859,17592,18325,19058,19791,20524,21257,21990,22723,23456,24189,24922,25655,26388,27121,27854,28587,29320,30053,30786,31519,32252,32985,33718,34451,35184,35917,36650,37383,38116,38849,39582,40315,41048,41781,42514,43247,43980,44713,45446,46179,46912,47645,48378,49111,49844,50577,51310,52043,52776,53509,54242,54975,55708,56441,57174,57907,58640,59373,60106,60839,61572,62305,63038,63771,64504,65237,65970,66703,67436,68169,68902,69635,70368,71101,71834,72567,73300,74033,74766,75499,76232,76965,77698,78431,79164,79897,80630,81363,82096,82829,83562,84295,85028,85761,86494,87227,87960,88693,89426,90159,90892,91625,92358,93091,93824,94557,95290,96023,96756,97489,98222,98955,99688,100421,101154,101887,102620,103353,104086,104819,105552,106285,107018,107751,108484,109217,109950,110683,111416,112149,112882,113615,114348,115081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-01-02,818,1636,2454,3272,4090,4908,5726,6544,7362,8180,8998,9816,10634,11452,12270,13088,13906,14724,15542,16360,17178,17996,18814,19632,20450,21268,22086,22904,23722,24540,25358,26176,26994,27812,28630,29448,30266,31084,31902,32720,33538,34356,35174,35992,36810,37628,38446,39264,40082,40900,41718,42536,43354,44172,44990,45808,46626,47444,48262,49080,49898,50716,51534,52352,53170,53988,54806,55624,56442,57260,58078,58896,59714,60532,61350,62168,62986,63804,64622,65440,66258,67076,67894,68712,69530,70348,71166,71984,72802,73620,74438,75256,76074,76892,77710,78528,79346,80164,80982,81800,82618,83436,84254,85072,85890,86708,87526,88344,89162,89980,90798,91616,92434,93252,94070,94888,95706,96524,97342,98160,98978,99796,100614,101432,102250,103068,103886,104704,105522,106340,107158,107976,108794,109612,110430,111248,112066,112884,113702,114520,115338,116156,116974,117792,118610,119428,120246,121064,121882,122700,123518,124336,125154,125972,126790,127608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-01-09,940,1880,2820,3760,4700,5640,6580,7520,8460,9400,10340,11280,12220,13160,14100,15040,15980,16920,17860,18800,19740,20680,21620,22560,23500,24440,25380,26320,27260,28200,29140,30080,31020,31960,32900,33840,34780,35720,36660,37600,38540,39480,40420,41360,42300,43240,44180,45120,46060,47000,47940,48880,49820,50760,51700,52640,53580,54520,55460,56400,57340,58280,59220,60160,61100,62040,62980,63920,64860,65800,66740,67680,68620,69560,70500,71440,72380,73320,74260,75200,76140,77080,78020,78960,79900,80840,81780,82720,83660,84600,85540,86480,87420,88360,89300,90240,91180,92120,93060,94000,94940,95880,96820,97760,98700,99640,100580,101520,102460,103400,104340,105280,106220,107160,108100,109040,109980,110920,111860,112800,113740,114680,115620,116560,117500,118440,119380,120320,121260,122200,123140,124080,125020,125960,126900,127840,128780,129720,130660,131600,132540,133480,134420,135360,136300,137240,138180,139120,140060,141000,141940,142880,143820,144760,145700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-01-16,806,1612,2418,3224,4030,4836,5642,6448,7254,8060,8866,9672,10478,11284,12090,12896,13702,14508,15314,16120,16926,17732,18538,19344,20150,20956,21762,22568,23374,24180,24986,25792,26598,27404,28210,29016,29822,30628,31434,32240,33046,33852,34658,35464,36270,37076,37882,38688,39494,40300,41106,41912,42718,43524,44330,45136,45942,46748,47554,48360,49166,49972,50778,51584,52390,53196,54002,54808,55614,56420,57226,58032,58838,59644,60450,61256,62062,62868,63674,64480,65286,66092,66898,67704,68510,69316,70122,70928,71734,72540,73346,74152,74958,75764,76570,77376,78182,78988,79794,80600,81406,82212,83018,83824,84630,85436,86242,87048,87854,88660,89466,90272,91078,91884,92690,93496,94302,95108,95914,96720,97526,98332,99138,99944,100750,101556,102362,103168,103974,104780,105586,106392,107198,108004,108810,109616,110422,111228,112034,112840,113646,114452,115258,116064,116870,117676,118482,119288,120094,120900,121706,122512,123318,124124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-01-23,757,1514,2271,3028,3785,4542,5299,6056,6813,7570,8327,9084,9841,10598,11355,12112,12869,13626,14383,15140,15897,16654,17411,18168,18925,19682,20439,21196,21953,22710,23467,24224,24981,25738,26495,27252,28009,28766,29523,30280,31037,31794,32551,33308,34065,34822,35579,36336,37093,37850,38607,39364,40121,40878,41635,42392,43149,43906,44663,45420,46177,46934,47691,48448,49205,49962,50719,51476,52233,52990,53747,54504,55261,56018,56775,57532,58289,59046,59803,60560,61317,62074,62831,63588,64345,65102,65859,66616,67373,68130,68887,69644,70401,71158,71915,72672,73429,74186,74943,75700,76457,77214,77971,78728,79485,80242,80999,81756,82513,83270,84027,84784,85541,86298,87055,87812,88569,89326,90083,90840,91597,92354,93111,93868,94625,95382,96139,96896,97653,98410,99167,99924,100681,101438,102195,102952,103709,104466,105223,105980,106737,107494,108251,109008,109765,110522,111279,112036,112793,113550,114307,115064,115821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-01-30,565,1130,1695,2260,2825,3390,3955,4520,5085,5650,6215,6780,7345,7910,8475,9040,9605,10170,10735,11300,11865,12430,12995,13560,14125,14690,15255,15820,16385,16950,17515,18080,18645,19210,19775,20340,20905,21470,22035,22600,23165,23730,24295,24860,25425,25990,26555,27120,27685,28250,28815,29380,29945,30510,31075,31640,32205,32770,33335,33900,34465,35030,35595,36160,36725,37290,37855,38420,38985,39550,40115,40680,41245,41810,42375,42940,43505,44070,44635,45200,45765,46330,46895,47460,48025,48590,49155,49720,50285,50850,51415,51980,52545,53110,53675,54240,54805,55370,55935,56500,57065,57630,58195,58760,59325,59890,60455,61020,61585,62150,62715,63280,63845,64410,64975,65540,66105,66670,67235,67800,68365,68930,69495,70060,70625,71190,71755,72320,72885,73450,74015,74580,75145,75710,76275,76840,77405,77970,78535,79100,79665,80230,80795,81360,81925,82490,83055,83620,84185,84750,85315,85880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-02-06,518,1036,1554,2072,2590,3108,3626,4144,4662,5180,5698,6216,6734,7252,7770,8288,8806,9324,9842,10360,10878,11396,11914,12432,12950,13468,13986,14504,15022,15540,16058,16576,17094,17612,18130,18648,19166,19684,20202,20720,21238,21756,22274,22792,23310,23828,24346,24864,25382,25900,26418,26936,27454,27972,28490,29008,29526,30044,30562,31080,31598,32116,32634,33152,33670,34188,34706,35224,35742,36260,36778,37296,37814,38332,38850,39368,39886,40404,40922,41440,41958,42476,42994,43512,44030,44548,45066,45584,46102,46620,47138,47656,48174,48692,49210,49728,50246,50764,51282,51800,52318,52836,53354,53872,54390,54908,55426,55944,56462,56980,57498,58016,58534,59052,59570,60088,60606,61124,61642,62160,62678,63196,63714,64232,64750,65268,65786,66304,66822,67340,67858,68376,68894,69412,69930,70448,70966,71484,72002,72520,73038,73556,74074,74592,75110,75628,76146,76664,77182,77700,78218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-02-13,434,868,1302,1736,2170,2604,3038,3472,3906,4340,4774,5208,5642,6076,6510,6944,7378,7812,8246,8680,9114,9548,9982,10416,10850,11284,11718,12152,12586,13020,13454,13888,14322,14756,15190,15624,16058,16492,16926,17360,17794,18228,18662,19096,19530,19964,20398,20832,21266,21700,22134,22568,23002,23436,23870,24304,24738,25172,25606,26040,26474,26908,27342,27776,28210,28644,29078,29512,29946,30380,30814,31248,31682,32116,32550,32984,33418,33852,34286,34720,35154,35588,36022,36456,36890,37324,37758,38192,38626,39060,39494,39928,40362,40796,41230,41664,42098,42532,42966,43400,43834,44268,44702,45136,45570,46004,46438,46872,47306,47740,48174,48608,49042,49476,49910,50344,50778,51212,51646,52080,52514,52948,53382,53816,54250,54684,55118,55552,55986,56420,56854,57288,57722,58156,58590,59024,59458,59892,60326,60760,61194,61628,62062,62496,62930,63364,63798,64232,64666,65100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-02-20,383,766,1149,1532,1915,2298,2681,3064,3447,3830,4213,4596,4979,5362,5745,6128,6511,6894,7277,7660,8043,8426,8809,9192,9575,9958,10341,10724,11107,11490,11873,12256,12639,13022,13405,13788,14171,14554,14937,15320,15703,16086,16469,16852,17235,17618,18001,18384,18767,19150,19533,19916,20299,20682,21065,21448,21831,22214,22597,22980,23363,23746,24129,24512,24895,25278,25661,26044,26427,26810,27193,27576,27959,28342,28725,29108,29491,29874,30257,30640,31023,31406,31789,32172,32555,32938,33321,33704,34087,34470,34853,35236,35619,36002,36385,36768,37151,37534,37917,38300,38683,39066,39449,39832,40215,40598,40981,41364,41747,42130,42513,42896,43279,43662,44045,44428,44811,45194,45577,45960,46343,46726,47109,47492,47875,48258,48641,49024,49407,49790,50173,50556,50939,51322,51705,52088,52471,52854,53237,53620,54003,54386,54769,55152,55535,55918,56301,56684,57067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-02-27,391,782,1173,1564,1955,2346,2737,3128,3519,3910,4301,4692,5083,5474,5865,6256,6647,7038,7429,7820,8211,8602,8993,9384,9775,10166,10557,10948,11339,11730,12121,12512,12903,13294,13685,14076,14467,14858,15249,15640,16031,16422,16813,17204,17595,17986,18377,18768,19159,19550,19941,20332,20723,21114,21505,21896,22287,22678,23069,23460,23851,24242,24633,25024,25415,25806,26197,26588,26979,27370,27761,28152,28543,28934,29325,29716,30107,30498,30889,31280,31671,32062,32453,32844,33235,33626,34017,34408,34799,35190,35581,35972,36363,36754,37145,37536,37927,38318,38709,39100,39491,39882,40273,40664,41055,41446,41837,42228,42619,43010,43401,43792,44183,44574,44965,45356,45747,46138,46529,46920,47311,47702,48093,48484,48875,49266,49657,50048,50439,50830,51221,51612,52003,52394,52785,53176,53567,53958,54349,54740,55131,55522,55913,56304,56695,57086,57477,57868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-03-06,386,772,1158,1544,1930,2316,2702,3088,3474,3860,4246,4632,5018,5404,5790,6176,6562,6948,7334,7720,8106,8492,8878,9264,9650,10036,10422,10808,11194,11580,11966,12352,12738,13124,13510,13896,14282,14668,15054,15440,15826,16212,16598,16984,17370,17756,18142,18528,18914,19300,19686,20072,20458,20844,21230,21616,22002,22388,22774,23160,23546,23932,24318,24704,25090,25476,25862,26248,26634,27020,27406,27792,28178,28564,28950,29336,29722,30108,30494,30880,31266,31652,32038,32424,32810,33196,33582,33968,34354,34740,35126,35512,35898,36284,36670,37056,37442,37828,38214,38600,38986,39372,39758,40144,40530,40916,41302,41688,42074,42460,42846,43232,43618,44004,44390,44776,45162,45548,45934,46320,46706,47092,47478,47864,48250,48636,49022,49408,49794,50180,50566,50952,51338,51724,52110,52496,52882,53268,53654,54040,54426,54812,55198,55584,55970,56356,56742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-03-13,459,918,1377,1836,2295,2754,3213,3672,4131,4590,5049,5508,5967,6426,6885,7344,7803,8262,8721,9180,9639,10098,10557,11016,11475,11934,12393,12852,13311,13770,14229,14688,15147,15606,16065,16524,16983,17442,17901,18360,18819,19278,19737,20196,20655,21114,21573,22032,22491,22950,23409,23868,24327,24786,25245,25704,26163,26622,27081,27540,27999,28458,28917,29376,29835,30294,30753,31212,31671,32130,32589,33048,33507,33966,34425,34884,35343,35802,36261,36720,37179,37638,38097,38556,39015,39474,39933,40392,40851,41310,41769,42228,42687,43146,43605,44064,44523,44982,45441,45900,46359,46818,47277,47736,48195,48654,49113,49572,50031,50490,50949,51408,51867,52326,52785,53244,53703,54162,54621,55080,55539,55998,56457,56916,57375,57834,58293,58752,59211,59670,60129,60588,61047,61506,61965,62424,62883,63342,63801,64260,64719,65178,65637,66096,66555,67014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-03-20,553,1106,1659,2212,2765,3318,3871,4424,4977,5530,6083,6636,7189,7742,8295,8848,9401,9954,10507,11060,11613,12166,12719,13272,13825,14378,14931,15484,16037,16590,17143,17696,18249,18802,19355,19908,20461,21014,21567,22120,22673,23226,23779,24332,24885,25438,25991,26544,27097,27650,28203,28756,29309,29862,30415,30968,31521,32074,32627,33180,33733,34286,34839,35392,35945,36498,37051,37604,38157,38710,39263,39816,40369,40922,41475,42028,42581,43134,43687,44240,44793,45346,45899,46452,47005,47558,48111,48664,49217,49770,50323,50876,51429,51982,52535,53088,53641,54194,54747,55300,55853,56406,56959,57512,58065,58618,59171,59724,60277,60830,61383,61936,62489,63042,63595,64148,64701,65254,65807,66360,66913,67466,68019,68572,69125,69678,70231,70784,71337,71890,72443,72996,73549,74102,74655,75208,75761,76314,76867,77420,77973,78526,79079,79632,80185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2021-03-27,669,1338,2007,2676,3345,4014,4683,5352,6021,6690,7359,8028,8697,9366,10035,10704,11373,12042,12711,13380,14049,14718,15387,16056,16725,17394,18063,18732,19401,20070,20739,21408,22077,22746,23415,24084,24753,25422,26091,26760,27429,28098,28767,29436,30105,30774,31443,32112,32781,33450,34119,34788,35457,36126,36795,37464,38133,38802,39471,40140,40809,41478,42147,42816,43485,44154,44823,45492,46161,46830,47499,48168,48837,49506,50175,50844,51513,52182,52851,53520,54189,54858,55527,56196,56865,57534,58203,58872,59541,60210,60879,61548,62217,62886,63555,64224,64893,65562,66231,66900,67569,68238,68907,69576,70245,70914,71583,72252,72921,73590,74259,74928,75597,76266,76935,77604,78273,78942,79611,80280,80949,81618,82287,82956,83625,84294,84963,85632,86301,86970,87639,88308,88977,89646,90315,90984,91653,92322,92991,93660,94329,94998,95667,96336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
