Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
2020-03-21,243,690,1090,1421,1806,2133,2331,2471,2551,2647,2671,2659,2595,2516,2429,2341,2254,2160,2075,1973,1859,1764,1678,1585,1498,1435,1430,1452,1514,1587,1671,1790,1949,2220,2485,2815,3195,3633,4124,4723,5407,6213,6885,7508,7939,8323,8623,8872,9129,9381,9706,10125,10660,11425,12520,13897,15143,16206,17070,17675,18166,18440,18626,18747,18803,18829,18812,18781,18727,18656,18577,18536,18514,18559,18649,18776,18868,18947,19025,19071,19115,19145,19175,19166,19202,19273,19338,19410,19514,19660,19843,20114,20933,22341,24097,25732,26838,27614,28113,28446,28699,28920,29126,29344,29642,30034,30585,31261,31910,32434,32866,33177,33452,33601,33714,33789,33876,34021,34261,34585,35090,35574,35990,36409,36734,37148,37483,37827,38152,38446,38833,39273,39751,40374,40937,41493,42019,42420,42689,42970,43223,43474,43784,44131,44566,44985,45231,45451,45649,45852,46057,46241,46425,46627,46779,46910,47064,47191,47294,47426,47497,47533,47566,47566,47560,47545,47540,47491,47447,47376,47301,47226,47147,47078,47006,46940,46884,46836,46828,46858,46901,46954,47104,47270,47411,47523,47682,47865,48002,48188,48431,48720,49027,49258,49511,49745,49989,0,0,0,0,0,0,0,0,0,0
2020-03-28,204,361,449,591,675,630,527,364,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,1292,2112,2733,3095,3343,3374,3317,3195,3008,2791,2531,2257,1960,1646,1324,1040,775,577,424,308,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,2404,3267,3800,4056,4146,4156,4134,4097,4072,4127,4276,4584,5017,5423,5704,5893,5961,5993,5899,5769,5601,5445,5347,5344,5425,5687,5928,6101,6277,6359,6530,6622,6723,6805,6856,7000,7197,7432,7812,8132,8445,8728,8886,8912,8950,8960,8968,9035,9139,9331,9507,9510,9487,9442,9402,9364,9305,9246,9205,9114,9002,8913,8797,8657,8546,8374,8167,7957,7714,7465,7207,6959,6667,6380,6066,5748,5430,5108,4796,4481,4172,3873,3582,3331,3118,2918,2728,2635,2558,2456,2325,2241,2181,2075,2018,2018,2064,2128,2116,2126,2117,2118,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,1864,2912,3777,4443,4850,5143,5219,5207,5130,4988,4816,4601,4372,4120,3851,3574,3335,3115,2962,2854,2783,2677,2558,2438,2286,2132,1964,1796,1589,1427,1300,1167,1041,947,895,880,953,1574,2784,4342,5779,6687,7265,7566,7701,7756,7779,7787,7807,7907,8101,8454,8932,9383,9709,9943,10056,10133,10084,9999,9876,9765,9712,9754,9880,10187,10473,10691,10912,11039,11255,11392,11538,11665,11761,11950,12192,12472,12897,13262,13620,13948,14151,14222,14305,14360,14413,14525,14674,14911,15132,15180,15202,15202,15207,15214,15200,15186,15190,15144,15077,15033,14962,14867,14801,14674,14512,14347,14149,13945,13732,13529,13282,13040,12771,12498,12225,11948,11681,11411,11147,10893,10647,10441,10273,10118,9973,9925,9893,9836,9750,9711,9696,9635,9623,9668,9759,9868,9901,9956,9992,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,532,692,801,918,1030,1215,1494,1889,2514,3469,4706,5812,6735,7459,7924,8275,8409,8455,8436,8352,8238,8081,7910,7716,7505,7286,7105,6943,6848,6798,6785,6737,6676,6614,6520,6424,6314,6204,6055,5951,5882,5807,5739,5703,5709,5752,5883,6562,7830,9446,10941,11907,12543,12902,13095,13208,13289,13355,13433,13591,13843,14254,14790,15299,15683,15975,16146,16281,16290,16263,16198,16145,16150,16250,16434,16799,17143,17419,17698,17883,18157,18352,18556,18741,18895,19142,19442,19780,20263,20686,21102,21488,21749,21878,22019,22132,22243,22413,22620,22915,23194,23300,23380,23438,23501,23566,23610,23654,23716,23728,23719,23733,23720,23683,23675,23606,23502,23395,23255,23109,22954,22809,22620,22436,22225,22010,21795,21576,21367,21155,20949,20753,20565,20417,20307,20210,20123,20133,20159,20160,20132,20151,20194,20191,20237,20340,20489,20656,20747,20860,20954,21058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1013,1604,2147,2498,2801,3021,3190,3366,3538,3783,4122,4576,5261,6276,7572,8738,9721,10504,11029,11440,11634,11739,11780,11756,11701,11604,11493,11358,11207,11048,10927,10824,10789,10799,10845,10857,10856,10853,10819,10783,10732,10682,10593,10549,10539,10524,10516,10539,10605,10708,10898,11637,12965,14641,16195,17221,17917,18335,18588,18761,18901,19027,19165,19383,19694,20165,20761,21329,21773,22125,22355,22550,22619,22652,22646,22653,22718,22877,23121,23546,23949,24285,24624,24869,25202,25457,25721,25965,26179,26486,26845,27243,27786,28269,28744,29190,29511,29699,29900,30073,30243,30473,30740,31095,31433,31599,31739,31856,31979,32104,32207,32311,32433,32504,32555,32629,32676,32698,32750,32741,32696,32649,32569,32482,32387,32302,32173,32048,31897,31742,31586,31427,31278,31125,30979,30843,30715,30626,30576,30539,30511,30581,30667,30727,30759,30838,30941,30997,31103,31266,31474,31701,31852,32024,32178,32342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1070,1597,1932,2220,2424,2577,2738,2894,3123,3446,3885,4554,5553,6834,7984,8951,9719,10228,10623,10801,10891,10916,10876,10806,10693,10566,10416,10249,10074,9937,9819,9768,9762,9793,9789,9772,9754,9704,9652,9586,9520,9415,9355,9330,9299,9275,9283,9333,9420,9595,10318,11630,13290,14829,15839,16519,16922,17159,17316,17441,17551,17673,17875,18171,18626,19206,19759,20187,20523,20738,20917,20970,20987,20966,20957,21006,21150,21378,21787,22175,22495,22818,23047,23365,23604,23852,24081,24279,24570,24914,25296,25823,26290,26750,27180,27485,27658,27843,28000,28155,28369,28620,28959,29282,29432,29556,29658,29765,29874,29962,30050,30156,30212,30247,30305,30336,30343,30379,30354,30294,30231,30135,30033,29922,29821,29676,29536,29369,29198,29027,28852,28687,28519,28357,28205,28061,27957,27891,27838,27795,27849,27919,27964,27980,28043,28130,28171,28261,28408,28601,28812,28947,29104,29242,29390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,771,1346,2006,2787,3435,4034,4440,4800,5076,5300,5533,5760,6061,6456,6966,7707,8778,10130,11352,12391,13230,13811,14278,14527,14689,14785,14817,14819,14777,14722,14644,14548,14445,14380,14333,14354,14419,14522,14590,14644,14698,14720,14739,14745,14751,14717,14729,14776,14816,14864,14943,15065,15224,15470,16265,17649,19380,20991,22073,22824,23299,23607,23836,24033,24214,24408,24682,25049,25576,26228,26852,27352,27760,28046,28297,28421,28510,28561,28623,28744,28960,29259,29740,30200,30591,30986,31287,31676,31987,32306,32607,32877,33239,33655,34109,34707,35246,35778,36279,36656,36900,37157,37386,37612,37898,38221,38631,39026,39248,39443,39617,39796,39976,40136,40295,40473,40601,40707,40837,40940,41018,41126,41173,41184,41193,41168,41138,41099,41069,40996,40928,40832,40733,40634,40530,40437,40341,40250,40170,40097,40065,40071,40089,40118,40244,40385,40502,40590,40724,40883,40995,41157,41376,41640,41923,42130,42358,42568,42788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,444,836,1286,1789,2400,3096,3914,4598,5233,5676,6072,6384,6645,6914,7178,7515,7946,8493,9270,10377,11766,13024,14099,14975,15592,16095,16381,16579,16712,16780,16818,16813,16794,16752,16693,16626,16597,16587,16644,16746,16885,16989,17080,17170,17228,17284,17326,17368,17371,17419,17502,17579,17663,17779,17937,18132,18415,19246,20666,22434,24081,25199,25987,26498,26843,27108,27341,27559,27789,28099,28503,29066,29754,30415,30951,31395,31718,32005,32166,32291,32378,32477,32634,32886,33222,33739,34235,34663,35094,35431,35857,36204,36560,36897,37203,37602,38054,38544,39179,39754,40322,40860,41273,41554,41847,42112,42375,42697,43056,43503,43934,44192,44424,44634,44849,45066,45262,45458,45672,45836,45979,46145,46284,46399,46543,46626,46674,46719,46731,46737,46734,46741,46704,46672,46613,46550,46487,46420,46363,46303,46249,46205,46169,46173,46215,46270,46335,46497,46675,46828,46952,47123,47318,47467,47665,47920,48221,48540,48783,49048,49294,49550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
