Period,Inventory,Arrived,Available,Needed,Succeeded,Failed,Lost
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,500,500,5,5,0,0
4,495,0,495,6,6,0,0
5,489,0,489,5,5,0,0
6,484,0,484,9,9,0,0
7,475,115,590,6,6,0,0
8,584,0,584,7,7,0,0
9,577,0,577,25,25,0,0
10,552,25,577,32,32,0,0
11,545,0,545,134,134,0,0
12,411,0,411,377,377,0,0
13,34,334,368,581,368,213,0
14,0,0,0,534,0,534,0
15,0,1942,1942,465,465,0,0
16,1477,2743,4220,519,519,0,0
17,3701,30,3731,461,461,0,0
18,3270,0,3270,332,332,0,0
19,2938,0,2938,274,274,0,0
20,2664,829,3493,214,214,0,0
21,3279,0,3279,230,230,0,0
22,3049,0,3049,158,158,0,0
23,2891,0,2891,122,122,0,0
24,2769,0,2769,70,70,0,0
25,2699,0,2699,55,55,0,0
26,2644,0,2644,47,47,0,0
27,2597,0,2597,46,46,0,0
28,2551,0,2551,47,47,0,0
29,2504,0,2504,40,40,0,0
30,2464,0,2464,49,49,0,0
31,2415,0,2415,32,32,0,0
32,2383,0,2383,20,20,0,0
33,2363,0,2363,39,39,0,0
34,2324,0,2324,48,48,0,0
35,2276,0,2276,41,41,0,0
36,2235,0,2235,47,47,0,0
37,2188,0,2188,71,71,0,0
38,2117,0,2117,129,129,0,0
39,1988,0,1988,156,156,0,0
40,1832,0,1832,196,196,0,0
41,1636,0,1636,207,207,0,0
42,1429,0,1429,218,218,0,0
43,1211,0,1211,253,253,0,0
44,958,0,958,293,293,0,0
45,665,0,665,405,405,0,0
46,260,215,475,399,399,0,0
47,76,652,728,464,464,0,0
48,264,372,636,514,514,0,0
49,122,1821,1943,572,572,0,0
50,1371,0,1371,625,625,0,0
51,746,701,1447,733,733,0,0
52,714,110,824,818,818,0,0
53,6,718,724,940,724,216,0
54,0,609,609,806,609,197,0
55,0,1922,1922,757,757,0,0
56,1165,501,1666,565,565,0,0
57,1101,1476,2577,518,518,0,0
58,2059,0,2059,434,434,0,0
59,1625,1214,2839,383,383,0,0
60,2456,0,2456,391,391,0,0
61,2065,656,2721,386,386,0,0
62,2335,0,2335,459,459,0,0
63,1876,0,1876,553,553,0,0
64,1323,0,1323,669,669,0,0
65,654,0,654,899,654,245,0
66,0,1302,1302,1229,1229,0,0
67,73,708,781,1511,781,730,0
68,0,951,951,1380,951,429,0
69,0,2935,2935,1197,1197,0,0
70,1738,2917,4655,998,998,0,0
71,3657,945,4602,739,739,0,0
72,3863,0,3863,625,625,0,0
73,3238,461,3699,408,408,0,0
74,3291,0,3291,320,320,0,0
75,2971,0,2971,255,255,0,0
76,2716,655,3371,190,190,0,0
77,3181,0,3181,160,160,0,0
78,3021,0,3021,117,117,0,0
79,2904,0,2904,103,103,0,0
80,2801,0,2801,80,80,0,0
81,2721,0,2721,63,63,0,0
82,2658,0,2658,55,55,0,0
83,2603,0,2603,93,93,0,0
84,2510,0,2510,112,112,0,0
85,2398,0,2398,179,179,0,0
86,2219,0,2219,224,224,0,0
87,1995,0,1995,261,261,0,0
88,1734,0,1734,226,226,0,0
89,1508,0,1508,213,213,0,0
90,1295,0,1295,212,212,0,0
91,1083,0,1083,180,180,0,0
92,903,0,903,178,178,0,0
93,725,349,1074,164,164,0,0
94,910,118,1028,164,164,0,0
95,864,0,864,125,125,0,0
96,739,269,1008,170,170,0,0
97,838,0,838,205,205,0,0
98,633,82,715,199,199,0,0
99,516,0,516,206,206,0,0
100,310,1349,1659,238,238,0,0
101,1421,0,1421,280,280,0,0
102,1141,0,1141,317,317,0,0
103,824,0,824,405,405,0,0
104,419,423,842,953,842,111,0
105,0,370,370,1542,370,1172,0
106,0,318,318,1890,318,1572,0
107,0,1317,1317,1769,1317,452,0
108,0,10596,10596,1240,1240,0,0
109,9356,324,9680,910,910,0,0
110,8770,0,8770,633,633,0,0
111,8137,0,8137,467,467,0,0
112,7670,0,7670,387,387,0,0
113,7283,0,7283,355,355,0,0
114,6928,0,6928,340,340,0,0
115,6588,0,6588,352,352,0,0
116,6236,0,6236,432,432,0,0
117,5804,0,5804,526,526,0,0
118,5278,0,5278,685,685,0,0
119,4593,0,4593,810,810,0,0
120,3783,0,3783,783,783,0,0
121,3000,0,3000,658,658,0,0
122,2342,0,2342,566,566,0,0
123,1776,431,2207,445,445,0,0
124,1762,243,2005,409,409,0,0
125,1596,118,1714,283,283,0,0
126,1431,539,1970,247,247,0,0
127,1723,0,1723,209,209,0,0
128,1514,667,2181,221,221,0,0
129,1960,0,1960,279,279,0,0
130,1681,107,1788,374,374,0,0
131,1414,0,1414,458,458,0,0
132,956,0,956,639,639,0,0
133,317,583,900,618,618,0,0
134,282,769,1051,550,550,0,0
135,501,549,1050,553,553,0,0
136,497,2334,2831,459,459,0,0
137,2372,0,2372,548,548,0,0
138,1824,0,1824,469,469,0,0
139,1355,783,2138,478,478,0,0
140,1660,0,1660,459,459,0,0
141,1201,2465,3666,428,428,0,0
142,3238,0,3238,521,521,0,0
143,2717,0,2717,574,574,0,0
144,2143,0,2143,612,612,0,0
145,1531,0,1531,757,757,0,0
146,774,1508,2282,697,697,0,0
147,1585,0,1585,690,690,0,0
148,895,0,895,660,660,0,0
149,235,2632,2867,535,535,0,0
150,2332,0,2332,403,403,0,0
151,1929,270,2199,415,415,0,0
152,1784,0,1784,387,387,0,0
153,1397,0,1397,385,385,0,0
154,1012,125,1137,444,444,0,0
155,693,1951,2644,481,481,0,0
156,2163,0,2163,569,569,0,0
157,1594,0,1594,553,553,0,0
158,1041,397,1438,380,380,0,0
159,1058,88,1146,354,354,0,0
160,792,1271,2063,332,332,0,0
161,1731,0,1731,337,337,0,0
162,1394,0,1394,339,339,0,0
163,1055,1524,2579,318,318,0,0
164,2261,0,2261,318,318,0,0
165,1943,0,1943,336,336,0,0
166,1607,0,1607,286,286,0,0
167,1321,0,1321,265,265,0,0
168,1056,0,1056,288,288,0,0
169,768,318,1086,261,261,0,0
170,825,0,825,237,237,0,0
171,588,366,954,266,266,0,0
172,688,766,1454,205,205,0,0
173,1249,0,1249,170,170,0,0
174,1079,0,1079,167,167,0,0
175,912,735,1647,134,134,0,0
176,1513,0,1513,128,128,0,0
177,1385,0,1385,119,119,0,0
178,1266,0,1266,129,129,0,0
179,1137,0,1137,85,85,0,0
180,1052,0,1052,90,90,0,0
181,962,0,962,63,63,0,0
182,899,64,963,59,59,0,0
183,904,0,904,59,59,0,0
184,845,360,1205,55,55,0,0
185,1150,0,1150,65,65,0,0
186,1085,0,1085,62,62,0,0
187,1023,0,1023,68,68,0,0
188,955,0,955,78,78,0,0
189,877,0,877,86,86,0,0
190,791,0,791,126,126,0,0
191,665,0,665,164,164,0,0
192,501,0,501,177,177,0,0
193,324,68,392,187,187,0,0
194,205,782,987,284,284,0,0
195,703,92,795,300,300,0,0
196,495,23,518,275,275,0,0
197,243,185,428,246,246,0,0
198,182,2076,2258,293,293,0,0
199,1965,0,1965,317,317,0,0
200,1648,0,1648,271,271,0,0
201,1377,0,1377,320,320,0,0
202,1057,855,1912,377,377,0,0
203,1535,0,1535,423,423,0,0
204,1112,0,1112,441,441,0,0
205,671,954,1625,365,365,0,0
206,1260,224,1484,387,387,0,0
207,1097,223,1320,368,368,0,0
208,952,174,1126,378,378,0,0
